,date,title,source,link
1,8/7/2020,Second-wave shutdown a mistake: renowned Harvard economist,Globe,na
2,8/7/2020,"American oil executives, held two years, go to trial in Venezuela",Globe,na
3,8/7/2020,Domtar launches strategic review of personal care business after nine years,Globe,na
4,8/7/2020,"Slowing U.S. job growth, rising COVID-19 raise doubts on the recovery’s strength",Globe,na
5,8/7/2020,Farmers and food groups call on government to regulate grocer fees,Globe,na
6,8/7/2020,"U.S. tariffs on Canadian aluminum will raise costs for U.S. firms, U.S. Chamber of Commerce says",Globe,na
7,8/7/2020,"Canadian economy adds 419,000 jobs in July; more than half of pandemic losses now recouped",Globe,na
8,8/7/2020,Canada Energy Regulator names Indigenous advisory committee,Globe,na
9,8/7/2020,"Second Cup to shutter more cafes, sell coffee in grocery stores as work-from-home trend hits sales",Globe,na
10,8/7/2020,Michael Smart: Defund the police? Over the last decade Toronto did,National_Post,https://financialpost.com
11,8/7/2020,"Posthaste: ‘Supercharged’ Canadian housing market roars back to life, after lockdown halted 70,000 transactions",National_Post,https://financialpost.com
12,8/7/2020,Home Capital sees sharp drop in mortgage deferrals as economy reopens ,Globe,na
13,8/7/2020,Saskatchewan has right model for orphan well remediation: CNRL,National_Post,https://financialpost.com
14,8/7/2020,"Indigo reports declining revenue, wider first quarter losses",Globe,na
15,8/7/2020,"Trump unveils bans on owners of WeChat and TikTok, stoking tension with Beijing",Globe,na
16,8/7/2020,Interfor earns $3.2-million in second quarter on lower revenues,Globe,na
17,8/7/2020,Canada’s Ivey PMI rises to two-year high as purchasing activity accelerates,Globe,na
18,8/7/2020,Enerplus restarting North Dakota production despite threat to pipeline,Globe,na
19,8/7/2020,Canadians are increasingly seeking stances on social issues from their employers,Globe,na
20,8/7/2020,Canadian dollar falls as trade spat with U.S. raises ‘downside risk’ for currency,Globe,na
21,8/7/2020,Globalization in a Post-pandemic World,CD_Howe,https://www.cdhowe.org/essential-public-policy-events/globalization-post-pandemic-world
22,8/7/2020,"Canada beats expectations with gain of 419,000 jobs",National_Post,https://financialpost.com
23,8/7/2020,Young professionals want a new energy future for Canada,Globe,na
24,8/7/2020,Trump advisers urge delisting of U.S.-listed Chinese firms that fail to meet audit standards,Globe,na
25,8/7/2020,Economic meltdown threatens Europe’s war on plastic,Globe,na
26,8/7/2020,"Brookfield Property Partners takes a US$1.5-billion loss owing to mall, hotel closings",Globe,na
27,8/7/2020,U.K. says it’s confident of Brexit trade deal as EU changing tone,Globe,na
28,8/7/2020,David Johnson – Teaching with COVID Restrictions in Elementary Schools: What Can Be Done?,CD_Howe,https://www.cdhowe.org/intelligence-memos/david-johnson-%E2%80%93-teaching-covid-restrictions-elementary-schools-what-can-be-done
29,8/7/2020,Thousands of British Airways staff to lose jobs as airline pushes ahead with cuts,Globe,na
30,8/7/2020,Pfizer signs deal to manufacture Gilead’s remdesivir for COVID-19,Globe,na
31,8/7/2020,"Couple wants to spend $10,000 a year on travel and $100,000 on weddings. Can they afford it?",National_Post,https://financialpost.com
32,8/7/2020,Canada to slap U.S. with $3.6 billion in tariffs in retaliation for aluminum duty,National_Post,https://financialpost.com/news/economy/newsalert-canada-to-impose-3-6-billion-in-retaliatory-tariffs-against-u-s/wcm/75c7c95d-a558-44e8-8bb1-7a345ff2fad7/
33,8/7/2020,Facebook launches TikTok rival inside Instagram,Globe,na
34,8/7/2020,"Varcoe: Canadian Natural brings back shut-in oil, but has no plans to amp up spending",Calgary_Herald,na
35,8/7/2020,A reality check for people looking to cure their pandemic blues by buying a cottage,Globe,na
36,8/7/2020,"Woman in TFSA overcontribution fight with CRA has penalties cut from $17,000 to just $300",National_Post,https://financialpost.com
37,8/7/2020,Goldman Sachs lowers quarterly earnings citing legal provisions,Globe,na
38,8/7/2020,"Caisse de dépôt posts 2.3 per cent loss, hit by real estate and shopping mall portfolio",Globe,na
39,8/7/2020,Market movers: Stocks that saw action on Friday - and why,Globe,na
40,8/7/2020,Sun Life net income falls as COVID-19 weighs down second-quarter earnings,Globe,na
41,8/7/2020,Manulife records U.S. profits on falling long-term care costs during COVID-19 pandemic,Globe,na
42,8/7/2020,"Delta wants at least 3,000 flight attendants to take unpaid leave",Globe,na
43,8/7/2020,China oil imports surge 25% in July from a year ago on buying binge,Globe,na
44,8/7/2020,Ottawa plans to retaliate after Trump imposes tariffs on aluminum,Globe,na
45,8/7/2020,Canada to retaliate with $3.6-billion in measures against U.S. over aluminum tariffs,Globe,na
46,8/7/2020,"Lightspeed’s revenue, customer base grow, but loss doubles in second quarter",Globe,na
47,8/7/2020,Opinion: It's time to end annual tax filing,National_Post,https://financialpost.com
48,8/7/2020,Alberta government postpones announcement on changes to Temporary Foreign Worker Program,Edmonton_Journal,na
49,8/7/2020,"Meeting emission reduction targets crucial to earn support of banks and investors, CNRL president says ",Globe,na
50,8/7/2020,Five good reasons why tech stocks are crushing the market this year,National_Post,https://financialpost.com
51,8/7/2020,"Bombardier loss hurt by train division, slowdown in business jets",Globe,na
52,8/7/2020,Trump slaps tariffs on Canadian raw aluminum,Calgary_Herald,na
53,8/6/2020,Synaptive needed to decide whether to acquire a company or just license its technology,Globe,na
54,8/6/2020,Canadian Natural Resources Limited Announces 2020 Second Quarter Results,Calgary_Herald,na
55,8/6/2020,Peter Shawn Taylor: Why airport bankruptcies could be a good thing,National_Post,https://financialpost.com
56,8/6/2020,"Toronto, Vancouver real estate markets surge in July, hitting record sales for the month",Globe,na
57,8/6/2020,Market movers: Stocks seeing action on Thursday - and why,Globe,na
58,8/6/2020,U.S. unemployment claims top 1 million for 20th week in a row,Globe,na
59,8/6/2020,Bombardier warns of challenging times ahead after posting second-quarter loss,National_Post,https://financialpost.com
60,8/6/2020,You only get 168 hours each week. Here’s how to make the most of them,Globe,na
61,8/6/2020,Miles Wu – Lessons from Abroad,CD_Howe,https://www.cdhowe.org/intelligence-memos/miles-wu-%E2%80%93-lessons-abroad
62,8/6/2020,Toronto home sales soar to record in July on pent-up demand,National_Post,https://financialpost.com
63,8/6/2020,"This millennial tech worker is meticulous about saving, but his investment gameplan needs work",National_Post,https://financialpost.com/personal-finance/family-finance/this-millennial-has-been-saving-meticulously-now-he-wants-to-take-on-more-risk/wcm/b735ff18-c2c5-44ce-be81-ac9574ec2cff/
64,8/6/2020,"John Heinzl’s model dividend growth portfolio as of July 31, 2020",Globe,na
65,8/6/2020,Manulife says cost containment to be key driver of targeted 10%-12% core earnings growth,Globe,na
66,8/6/2020,Smed builds another winner with Falkbuilt's Digital Component Construction system,Calgary_Herald,na
67,8/6/2020,"Fortnite developer Epic Games raises $1.78-billion in latest funding round; includes funds managed by BlackRock, Teachers ",Globe,na
68,8/6/2020,"Insolvency filings fall at record pace as consumers, businesses cling to government support",National_Post,https://financialpost.com/personal-finance/debt/insolvency-filings-fall-at-record-pace-as-consumers-businesses-cling-to-government-support/wcm/3c82cf67-c7a6-4007-884a-12ec2bc37d00/
69,8/6/2020,"Home Capital profit rises, but loan-loss provisions remain high",National_Post,https://financialpost.com
70,8/6/2020,Fed’s Robert Kaplan says small businesses need more financial help,Globe,na
71,8/6/2020,Credo's renos and Jeff Sylvester's dusky art a perfect mix on 104 Street,Edmonton_Journal,na
72,8/6/2020,Microsoft aiming to buy TikTok’s entire global business: report,Globe,na
73,8/6/2020,Matthew Lau: Safety isn’t the only classroom concern in Ontario,National_Post,https://financialpost.com/opinion/matthew-lau-safety-isnt-the-only-classroom-concern-in-ontario/wcm/61230881-40a0-497e-aa98-bd5826c3fec8/
74,8/6/2020,Canadian Tire reports loss as pandemic closures offset gains online and at flagship stores,Globe,na
75,8/6/2020,Glencore scraps $2.6-billion dividend after first-half loss,Globe,na
76,8/6/2020,Jeff Bezos sells Amazon shares worth $3.1-billion,Globe,na
77,8/6/2020,Oil steadies near 5-month highs as Iraq supply cuts face demand fears,Globe,na
78,8/6/2020,"‘The data is bad’: Black and racialized Canadians lacking on boards, study finds",Globe,na
79,8/6/2020,"Why layoffs are still piling up, months after the pandemic started",Globe,na
80,8/6/2020,"Bank of America predicts $3,000 gold, provides top picks in the sector",Globe,na
81,8/6/2020,Airbus shareholders sue aerospace giant over corruption probes,Globe,na
82,8/6/2020,"Hotels, mall closures drive $1.5-billion loss for Brookfield Property",Globe,na
83,8/6/2020,"Et tu, EQ Bank? 2 per cent savings accounts just about extinct",Globe,na
84,8/6/2020,Posthaste: The mysterious case of the falling dollar — and what it means to the world,National_Post,https://financialpost.com
85,8/6/2020,"Restaurant Brands’ profit dragged lower as pandemic shutters Tim Hortons, other outlets",Globe,na
86,8/6/2020,Cellphones handle emergency alerts inconsistently depending on model and brand: CRTC study,Globe,na
87,8/6/2020,BCE profit plunges 64 per cent on higher expenses,Globe,na
88,8/6/2020,"With the end of CERB looming, what’s next for the unemployed?",Globe,na
89,8/6/2020,Joe Oliver: Is there enough room under the bus for all the WE scandal's victims?,National_Post,https://financialpost.com
90,8/6/2020,U.S. Senate bans TikTok on government devices,Globe,na
91,8/6/2020,Bezos sells Amazon shares worth $3.1 bln,Calgary_Herald,na
92,8/6/2020,"Lightspeed revenue jumps as SMBs boost pandemic use, but loss doubles",Globe,na
93,8/6/2020,Bombardier Inc. posts surprise loss in second quarter earnings,Globe,na
94,8/6/2020,BCE profit plunges 64% on COVID-19 economic turmoil and lower TV revenue,National_Post,https://financialpost.com/telecom/bce-profit-plunges-64-on-covid-19-economic-turmoil-and-lower-tv-revenue/wcm/363bc234-719a-4475-a7f6-6316f3d34521/
95,8/6/2020,Manulife joint venture in China faced whistle-blower complaints ,Globe,na
96,8/6/2020,Office catering startup wins new financing to adapt to changing workplace realities,Globe,na
97,8/6/2020,Varcoe: Government cuts to monitoring undermine oilsands companies' work to reduce emissions,Calgary_Herald,na
98,8/6/2020,Onex swings to profit as markets rebound following first-quarter plunge,Globe,na
99,8/6/2020,"Bell, Telus customers experiencing wireless outages in eastern Ontario",Globe,na
100,8/6/2020,Cargojet shares hit record high on work-from-home activity during COVID-19 lockdown,Globe,na
101,8/6/2020,Canada’s big banks resume advertising with Facebook after one month boycott,Globe,na
102,8/6/2020,"Tim Hortons endures a tough quarter, but shows signs of a rebound",National_Post,https://financialpost.com
103,8/6/2020,"Manulife posts steadfast Asian results, backed by continued strength from U.S. unit",National_Post,https://financialpost.com
104,8/6/2020,"U.S. weekly jobless claims fall, labour market struggling as COVID-19 epidemic spreads",Globe,na
105,8/6/2020,"Negative rates in Bank of England toolbox, but no plans to use them, Bailey says",Globe,na
106,8/6/2020,Saputo boosts profits despite sagging revenues as retail milk sales rise,Globe,na
107,8/6/2020,Canadian dollar retreats from 5-month high as investors await U.S. stimulus,Globe,na
108,8/6/2020,Iraq says will make additional oil cuts in August,Globe,na
109,8/6/2020,Cirque second-lien debt holders object to the sales process,Globe,na
110,8/5/2020,Pandemic boosts premium for private-equity firm’s sale of vet clinic chain to Berkshire Partners,Globe,na
111,8/5/2020,Firm that bought MintChip technology now seeking Canadian banking licence,National_Post,https://financialpost.com/news/fp-street/firm-that-bought-mintchip-technology-now-seeking-canadian-banking-licence/wcm/169615a8-75c8-43f8-b3bb-e48abc164676/
112,8/5/2020,"Canada is good at sharing, but not growing, the economic pie",Globe,na
113,8/5/2020,Big Tech is a big failure at policing the public square ,Globe,na
114,8/5/2020,"U.S. private payrolls growth slows sharply, trade deficit shrinks",Globe,na
115,8/5/2020,Government is why housing in Canada is unaffordable and more taxes won’t help,National_Post,https://financialpost.com
116,8/5/2020,"Gold cruises to new high above $2,000 an ounce",Globe,na
117,8/5/2020,"Small businesses serving local residents cope better in pandemic, study says",Globe,na
118,8/5/2020,U.S. refining capacity poised for first big drop in nearly a decade,Calgary_Herald,na
119,8/5/2020,Bausch to pay $94-million plus costs to resolve Canadian securities class action,Globe,na
120,8/5/2020,"Posthaste: Five months in, the pandemic has triggered a collective mental health crisis in Canada",National_Post,https://financialpost.com
121,8/5/2020,Jon Johnson – Buy American and Economic Relations with Canada,CD_Howe,https://www.cdhowe.org/intelligence-memos/jon-johnson-%E2%80%93-buy-american-and-economic-relations-canada
122,8/5/2020,Wednesday’s analyst upgrades and downgrades,Globe,na
123,8/5/2020,Canada’s June trade deficit ballooned with auto imports surging as economy reopened,Globe,na
124,8/5/2020,Ex-Google engineer Anthony Levandowski sent to prison for stealing robocar secrets,Globe,na
125,8/5/2020,Canadian pharmaceutical company urges Ottawa to fund human trials for its potential COVID-19 vaccine,Globe,na
126,8/5/2020,Opinion: Quantitative-easing our way to another lost decade,National_Post,https://financialpost.com/opinion/opinion-quantitative-easing-our-way-to-another-lost-decade/wcm/19bb4b20-47bf-402a-a4ce-cb1cbf8fe551/
127,8/5/2020,New York Times digital business overtakes print for first time,Globe,na
128,8/5/2020,Rival offers set up showdown over embattled and indebted Calfrac,National_Post,https://financialpost.com
129,8/5/2020,Insurers offer out-of-country medical coverage amid COVID-19 pandemic ,Globe,na
130,8/5/2020,Fed’s Clarida says economy could reach pre-pandemic levels by end of 2021,Globe,na
131,8/5/2020,"U.S. pursues nearly $13-billion of claims in Purdue Pharma opioid probes, sources say",Globe,na
132,8/5/2020,"In the search for a new king of credit cards, some surprise names emerge",Globe,na
133,8/5/2020,"With live performances on hold, can this entertainment sales director make a pivot? ",Globe,na
134,8/5/2020,Top stock picks in Canadian and global energy: RBC,Globe,na
135,8/5/2020,"Gold barrels past $2,000 to record high — and analysts see more room to run",National_Post,https://financialpost.com
136,8/5/2020,William Watson: The puzzling patterns of COVID-19,National_Post,https://financialpost.com
137,8/5/2020,Norbord beats expectations with $18-million profit in second quarter despite lower sales,Globe,na
138,8/5/2020,Major Calfrac shareholder launches rival restructuring deal,Globe,na
139,8/5/2020,Moderna says discussing supply deals with countries for COVID-19 vaccine,Globe,na
140,8/5/2020,Miners need more engineers to meet new tailings dam safety standard,Globe,na
141,8/5/2020,Ontario Teachers’ Pension Plan buying stake in New Zealand medical laboratory testing company,Globe,na
142,8/5/2020,Virus prompts spike in online sales of life insurance among young buyers,Globe,na
143,8/5/2020,"Varcoe: TransAlta set to flip switch on Alberta's first large-scale battery storage project, using technology from Tesla",Calgary_Herald,na
144,8/5/2020,'The Darth Vader of Wall Street' on the trouble brewing in markets and why he is shorting Tesla,National_Post,https://financialpost.com/financial-times/the-darth-vader-of-wall-street-on-the-trouble-brewing-in-markets-and-why-he-is-shorting-tesla/wcm/e819c713-d120-4233-8f28-6bb19e0bee68/
145,8/5/2020,Questions being raised after Kodak’s stock has a big moment,Globe,na
146,8/5/2020,Streetwise newsletter: Life insurance sales spike during pandemic among younger buyers,Globe,na
147,8/5/2020,Biden unveils $280-million campaign advertising blitz,Globe,na
148,8/5/2020,"Landlords, tenants at odds over contentious Bill 184 as Ontario’s eviction moratorium ends",National_Post,https://financialpost.com
149,8/5/2020,U.S. trade deficit shrinks in June,Globe,na
150,8/5/2020,WE Charity affair shows perils of corporate virtue-signalling ,Globe,na
151,8/5/2020,Great-West Lifeco to sell Canadian subsidiary for $175-million to Mackenzie,Globe,na
152,8/5/2020,"U.S.-based investor proposes $700-million rescue plan for TMAC, urges Ottawa to reject sale to China",Globe,na
153,8/5/2020,Euro zone business activity resumes growth in July,Globe,na
154,8/5/2020,Canada signs COVID-19 vaccine supply deals with Pfizer and Moderna,Globe,na
155,8/5/2020,Jack Mintz: When are volunteers not volunteers? — when they get paid,National_Post,https://financialpost.com
156,8/5/2020,Canadian dollar strengthens to five-month high as oil climbs,Globe,na
157,8/5/2020,Facebook launches TikTok-like product inside Instagram,Globe,na
158,8/5/2020,Oil prices at 5-month high on big drop in U.S. crude stocks,Globe,na
159,8/4/2020,"N.S. government sells Liscombe Lodge resort to private operator for $450,000",Globe,na
160,8/4/2020,Dragon to the rescue: Michele Romanow and partner launch new venture to source PPE during pandemic,Globe,na
161,8/4/2020,Does it make sense for Microsoft to buy TikTok's U.S. arm?,National_Post,https://financialpost.com
162,8/4/2020,Has Warren Buffett lost his touch?,National_Post,https://financialpost.com/investing/investing-pro/has-warren-buffett-lost-his-touch/wcm/778dab0f-33d6-4cb8-b673-c861a9a1d381/
163,8/4/2020,"Artificial intelligence isn’t destroying jobs, it’s making them more inclusive",Globe,na
164,8/4/2020,"Pandemic-fuelled oil crash hastens Europe’s flight, but oil sands are resilient ",Globe,na
165,8/4/2020,"Migrant workers on farms across Canada are being told they can’t leave, raising rights concerns",Globe,na
166,8/4/2020,What Role Does the Housing Market Play in Sustaining Canada’s Financial Stability?,CD_Howe,https://www.cdhowe.org/essential-public-policy-events/what-role-does-housing-market-play-sustaining-canada%E2%80%99s-financial-stability
167,8/4/2020,Germany’s BaFin audits Wirecard accounts from 2017 to 2019,Globe,na
168,8/4/2020,Motor vehicles power U.S. factory orders in June,Globe,na
169,8/4/2020,"Hotels group Accor to cut 1,000 jobs after coronavirus loss",Globe,na
170,8/4/2020,"Halifax startup Groundhog sues U.S. company, claiming it stole trade secrets",Globe,na
171,8/4/2020,"Posthaste: With eviction notices looming for 28 million Americans, the U.S. economy needs another shot in the arm — and fast",National_Post,https://financialpost.com
172,8/4/2020,‘Opportunity widens’ in Canadian REIT sector: Analyst,Globe,na
173,8/4/2020,Google unveils its first 5G-enabled phones,Globe,na
174,8/4/2020,"U.S. border communities feel loss of Canadian tourists, shoppers and friends",Globe,na
175,8/4/2020,"7-Eleven owner beats out Couche-Tard with $21 billion deal for 3,900 Speedway outlets",National_Post,https://financialpost.com
176,8/4/2020,Tesla slashes Model Y price amid pandemic,Globe,na
177,8/4/2020,Should I meet with my employer’s competitor to see what they can offer me?,Globe,na
178,8/4/2020,Holograms take virtual meetings to new levels,Globe,na
179,8/4/2020,"Lord & Taylor, oldest U.S. department store, goes bankrupt",National_Post,https://financialpost.com/news/retail-marketing/lord-taylor-oldest-u-s-department-store-goes-bankrupt/wcm/ff1564b0-5ff3-442d-a9f3-69bbcd0274ee/
180,8/4/2020,Canadian factory activity resumes expansion in July as economy reopens,Globe,na
181,8/4/2020,Is the endgame near for oil?,National_Post,https://financialpost.com
182,8/4/2020,Alberta and Ottawa sign deal that reduces oil sands environmental monitoring ,Globe,na
183,8/4/2020,Oil falls as rising virus cases overshadow demand recovery,Calgary_Herald,na
184,8/4/2020,HSBC warns loan losses could hit $13-billion as profit plunges 65%,Globe,na
185,8/4/2020,"Before Canada bets big on hydrogen, or other clean technologies, it’s gut check time ",Globe,na
186,8/4/2020,Decades of progress on gender equality in the workplace at risk of vanishing,Globe,na
187,8/4/2020,Potential Tiktok-Microsoft deal threatens to ramp up tensions between U.S. and China,Globe,na
188,8/4/2020,Food suppliers feeling pinched as grocers hike fees,National_Post,https://financialpost.com/news/retail-marketing/one-sided-relationship-food-suppliers-feeling-pinched-as-grocers-hike-fees/wcm/c189acb1-9992-49f6-a8f8-c96111bd0f12/
189,8/4/2020,"Booking.com plans to reduce 25% of its 17,000 work force due to pandemic",Globe,na
190,8/4/2020,"As hundreds of stores shut down, retail landlords cut rents in bid to help struggling companies survive ",Globe,na
191,8/4/2020,Sustaining a ‘work from anywhere’ culture post-pandemic,Globe,na
192,8/4/2020,COVID-19 is forcing people to take stock of their lives — and their financial goals are changing in the process,National_Post,https://financialpost.com
193,8/4/2020,"Alberta, Ottawa sign deal that reduces oilsands environmental monitoring",Calgary_Herald,na
194,8/4/2020,Google’s $2.1-billion Fitbit deal hits roadblock as EU antitrust regulators open investigation,Globe,na
195,8/4/2020,Amazon starts preparations to launch in Sweden,Globe,na
196,8/4/2020,A Q&A with David Rosenberg: Pandemic economy calls for discipline and patience,Globe,na
197,8/4/2020,"BP halves dividend after record loss, speeds up reinvention",Globe,na
198,8/4/2020,Market movers: Stocks seeing action on Tuesday - and why,Globe,na
199,8/4/2020,Apple says it has no interest in buying TikTok,Globe,na
200,8/4/2020,"Knubley, Hunter – Three Principles for Tougher Foreign Takeover Reviews",CD_Howe,https://www.cdhowe.org/intelligence-memos/knubley-hunter-%E2%80%93-three-principles-tougher-foreign-takeover-reviews
201,8/4/2020,Calfrac investor Wilks Brothers launches rival restructuring deal,Globe,na
202,8/4/2020,"Ottawa offers cash, more promises of reform for migrant workers in the agriculture industry",Globe,na
203,8/4/2020,U.K. tech investment fund chooses Canada for North American headquarters,Globe,na
204,8/4/2020,Tech titans in the hot seat as tactics likened to railway cartels of old,National_Post,https://financialpost.com
205,8/4/2020,Husky targets 25% emissions cut by 2025,Globe,na
206,8/4/2020,Former BMO CEO Tony Comper revamps charity focused on anti-Semitism,Globe,na
207,8/4/2020,Future proofing: Upgrade fading offices or convert them to residential?,Globe,na
208,8/4/2020,CI Financial buys minority stake in U.S.-based wealth manager Congress as international expansion continues,Globe,na
209,8/4/2020,Canadian dollar weakens as investors weigh rising U.S.-China tensions,Globe,na
210,8/4/2020,Edmonton-based Stantec leading global research project to digitally transform water utility companies,Edmonton_Journal,na
211,8/4/2020,How the COVID-19 pandemic may sabotage retirement for boomers and Gen X,Globe,na
212,8/4/2020,China’s Bytedance says it is looking at relocating TikTok’s headquarters,Globe,na
213,8/4/2020,Spirit AeroSystems posts bigger-than-expected loss as coronavirus hits aero parts demand,Globe,na
214,8/4/2020,"Ottawa’s hydrogen strategy must overcome challenges of high costs, lack of industry standards",Globe,na
215,8/4/2020,"Lack of bees, pollination limiting yields for certain crops on B.C. and U.S. farms: study",Globe,na
216,8/4/2020,Canadian farmers plant far more durum as COVID-19 pushes global demand sky high,Globe,na
217,8/4/2020,"Clorox won’t have enough disinfecting wipes until 2021, CEO Benno Dorer says",Globe,na
218,8/4/2020,Argentina strikes $65-billion debt deal with three creditor groups to break impasse,Globe,na
219,8/4/2020,"Porter again delays restart date, aims to resume flights in October",Globe,na
220,8/4/2020,BMO signs deal to offer digital chequing accounts in U.S. through Google Pay,Globe,na
221,8/4/2020,Next Premier of Newfoundland and Labrador aims to pull province off ‘well-worn path of boom and bust’,National_Post,https://financialpost.com
222,8/4/2020,CI Financial’s U.S. wealth business to grow by 70 per cent with acquisition of Illinois based BDF,Globe,na
223,8/4/2020,Star Wars inspires new smart-skin technology,Globe,na
224,8/4/2020,"Bytes over bits: How the drilling industry is turning to algos, automation and software to cut costs",National_Post,https://financialpost.com/news/bytes-over-bits-how-the-drilling-industry-is-turning-to-algorithms-automation-and-software-to-cut-costs/wcm/3f32d527-1bcf-45e3-b1f3-f62f441a5154/
225,7/31/2020,Agnico Eagle CEO sees more M&A among world’s biggest gold miners amid record-high bullion prices,Globe,na
226,7/31/2020,Canadian economy grew 4.5% in May,Calgary_Herald,na
227,7/31/2020,Economic slowdown hits the alternative lending business,Globe,na
228,7/31/2020,Mastercard beats profit estimates as lower costs cushion blow to consumer spending,Globe,na
229,7/31/2020,Other grocers follow Walmart’s lead signalling they may ask for new fees from suppliers,Globe,na
230,7/31/2020,"Tesla demand has been resilient during coronavirus pandemic, Musk says",Globe,na
231,7/31/2020,How public libraries play a vital role in restoring the economy,Globe,na
232,7/31/2020,Ottawa extends small business rent-relief program through August ,Globe,na
233,7/31/2020,"Canadians want advertisers to thank front-line workers, new poll suggests ",Globe,na
234,7/31/2020,"GM partners with EVgo to add 2,700 new fast chargers in U.S.",Globe,na
235,7/31/2020,Posthaste: Housing affordability is a worry but one analyst believes the scales may tip in favour of buyers as early as this summer,National_Post,https://financialpost.com
236,7/31/2020,Canada's tax regime is overdue for a reset — and now it might actually happen,National_Post,https://financialpost.com/news/economy/canadas-tax-regime-is-overdue-for-a-reset-and-now-it-might-actually-happen/wcm/90de2951-38d0-417b-adb8-417e63dc3337/
237,7/31/2020,"Howard Levitt: If Trudeau and Morneau were running a corporation, conflicts of interest in WE case would have led to their dismissal",National_Post,https://financialpost.com
238,7/31/2020,Recovery requires speedy foreign investment review - Financial Post Op-Ed,CD_Howe,https://www.cdhowe.org/expert-op-eds/recovery-requires-speedy-foreign-investment-review-financial-post-op-ed
239,7/31/2020,Joanne De Laurentiis – The Case for Speedy Reform of the Self-Regulatory Organizations Function,CD_Howe,https://www.cdhowe.org/intelligence-memos/joanne-de-laurentiis-%E2%80%93-case-speedy-reform-self-regulatory-organizations-function
240,7/31/2020,Yamana says Canadian Malartic gold mine exceeded post-coronavirus production targets,Globe,na
241,7/31/2020,Flight attendants union wants Ottawa – not the airlines – to make the rules about COVID-19 safety measures ,Globe,na
242,7/31/2020,The nuances of CERB are becoming clearer with time,Globe,na
243,7/31/2020,Laura’s Shoppe obtains creditor protection as Canadian retailers struggle with the pandemic,Globe,na
244,7/31/2020,"Australia to force Facebook, Google to pay for news",Globe,na
245,7/31/2020,Why I decided to take the word ‘chief’ out of my CEO title to respect Indigenous people,Globe,na
246,7/31/2020,It’s getting less lonely at the top: The sea change happening in the C-suite ,Globe,na
247,7/31/2020,The week’s most oversold and overbought stocks on the TSX,Globe,na
248,7/31/2020,"At midday: TSX falls on dismal second-quarter GDP estimate, poor earnings",Globe,na
249,7/31/2020,Varcoe: A sliver of good news in a stormy period — more pipeline capacity on Keystone,Edmonton_Journal,na
250,7/31/2020,Algonquin Power & Utilities receives big boost to five-year growth plan,Globe,na
251,7/31/2020,Battling Job Losses in Times of COVID,CD_Howe,https://www.cdhowe.org/graphic-intelligence/battling-job-losses-times-covid
252,7/31/2020,"Businesses are accelerating their tech investment timelines, IBM Canada head says",National_Post,https://financialpost.com
253,7/31/2020,Ottawa orders federal review of Alberta coal mine expansion,Globe,na
254,7/31/2020,Canada’s insurers set for double-digit profit drops amid COVID-19,Globe,na
255,7/31/2020,U.S. coronavirus response poses risk to global economic recovery,Globe,na
256,7/31/2020,Merchandise Exports and Imports Fall in September,CboC,https://www.conferenceboard.ca/press/trending-insights/new-insights/2019/11/05/merchandise-exports-and-imports-fall-in-september
257,7/31/2020,Growing Canada’s liquefied natural gas industry will create jobs and boost economy for decades,CboC,https://www.conferenceboard.ca/press/newsrelease/2020/07/27/growing-canada-s-liquefied-natural-gas-industry-will-create-jobs-and-boost-economy-for-decades
258,7/31/2020,William Watson: Third time lucky for committees,National_Post,https://financialpost.com/opinion/william-watson-third-time-lucky-for-committees/wcm/0d486e25-a02f-4b2d-a5de-271fd1fc8da3/
259,7/31/2020,Canadian GDP likely fell by record 12% in second quarter due to COVID-19,Globe,na
260,7/31/2020,EU clears Alstom $11.8-billion takeover of Bombardier’s train business,Globe,na
261,7/31/2020,"Legal fees can be a burden, but they're only tax deductible in certain circumstances",National_Post,https://financialpost.com/personal-finance/taxes/legal-fees-can-be-a-burden-but-theyre-only-tax-deductible-in-certain-circumstances/wcm/9b4d78c3-d7e7-48a9-bda1-578c56aa25e8/
262,7/31/2020, Robert Siddall – Accounting Standards Need to Keep Pace with the Evolution of Public Sector Pension Plans,CD_Howe,https://www.cdhowe.org/intelligence-memos/robert-siddall-%E2%80%93-accounting-standards-need-keep-pace-evolution-public-sector
263,7/31/2020,Managing a Pension Fund Through a Crisis,CD_Howe,https://www.cdhowe.org/essential-public-policy-events/managing-pension-fund-through-crisis
264,7/31/2020,"Private equity deals plunge in second quarter as pandemic casts chill among buyers, sellers ",Globe,na
265,7/31/2020,Report on Small Business Newsletter: Ottawa extends small-business rent-relief program for another month,Globe,na
266,7/31/2020,European airline and airport executives press Canada for safe ‘restoration of travel’ ,Globe,na
267,7/31/2020,Inside Access: Student Performance in PISA 2018 - Nettlesome Questions for Canada,CD_Howe,https://www.cdhowe.org/essential-public-policy-events/inside-access-student-performance-pisa-2018-nettlesome-questions-canada
268,7/31/2020,Thyssenkrupp closes $20.4-billion sale of elevator business,Globe,na
269,7/31/2020,SNC-Lavalin restructuring resources business to return to profitability in 2021,Globe,na
270,7/31/2020,"Shaw Communications launches Shaw Mobile, brand-new wireless service",Edmonton_Journal,na
